(title "Axial Velocity")
(labels "Position" "Axial Velocity")

((xy/key/label "cldompt1")
0	1.22271
0.00423998	1.22088
0.00852659	1.21914
0.0128604	1.21741
0.0172418	1.21578
0.0216714	1.21427
0.0261498	1.21292
0.0306774	1.21175
0.0352549	1.21076
0.0398826	1.20998
0.0445613	1.2094
0.0492915	1.20903
0.0540737	1.20882
0.0589084	1.20878
0.0637964	1.20888
0.0687382	1.20908
0.0737343	1.20935
0.0787853	1.20966
0.0838919	1.20998
0.0890547	1.21029
0.0942743	1.21057
0.0995513	1.21079
0.104886	1.21093
0.11028	1.21097
0.115733	1.21091
0.121246	1.21075
0.12682	1.21046
0.132455	1.21005
0.138152	1.20949
0.143911	1.20879
0.149734	1.20793
0.155622	1.20692
0.161573	1.20574
0.167591	1.20439
0.173674	1.20287
0.179824	1.20117
0.186043	1.19929
0.192329	1.19722
0.198685	1.19496
0.20511	1.1925
0.211606	1.18984
0.218174	1.18697
0.224814	1.1839
0.231527	1.18062
0.238314	1.17712
0.245175	1.17342
0.252112	1.1695
0.259125	1.16536
0.266215	1.16101
0.273384	1.15645
0.280631	1.15167
0.287958	1.14668
0.295365	1.14148
0.302854	1.13607
0.310426	1.13045
0.31808	1.12464
0.325819	1.11862
0.333643	1.11242
0.341553	1.10603
0.34955	1.09946
0.357635	1.09272
0.365809	1.08581
0.374073	1.07875
0.382428	1.07154
0.390875	1.06418
0.399414	1.0567
0.408048	1.04909
0.416776	1.04137
0.425601	1.03354
0.434522	1.02562
0.443542	1.01761
0.452661	1.00952
0.46188	1.00136
0.471201	0.993142
0.480624	0.984871
0.490151	0.976554
0.499783	0.968201
0.50952	0.959818
0.519365	0.951412
0.529318	0.942989
0.53938	0.934556
0.549554	0.926119
0.559839	0.917682
0.570237	0.909253
0.580749	0.900835
0.591378	0.892434
0.602123	0.884053
0.612986	0.875697
0.623969	0.867371
0.635073	0.859076
0.646298	0.850817
0.657648	0.842597
0.669122	0.834417
0.680722	0.826282
0.69245	0.818192
0.704307	0.810151
0.716294	0.802161
0.728413	0.794222
0.740666	0.786338
0.753053	0.778508
0.765577	0.770735
0.778238	0.76302
0.791039	0.755364
0.80398	0.747767
0.817064	0.740231
0.830292	0.732756
0.843665	0.725343
0.857185	0.717993
0.870854	0.710705
0.884673	0.703481
0.898645	0.69632
0.91277	0.689223
0.92705	0.682189
0.941488	0.67522
0.956084	0.668315
0.970841	0.661473
0.98576	0.654696
1.00084	0.647982
1.01609	0.641333
1.03151	0.634747
1.0471	0.628224
1.06285	0.621764
1.07879	0.615367
1.09489	0.609033
1.11118	0.602761
1.12764	0.596551
1.14428	0.590403
1.16111	0.584316
1.17812	0.57829
1.19532	0.572324
1.21271	0.566418
1.23029	0.560571
1.24806	0.554784
1.26603	0.549055
1.2842	0.543385
1.30256	0.537772
1.32113	0.532217
1.33991	0.526718
1.35888	0.521276
1.37807	0.51589
1.39747	0.510558
1.41708	0.505282
1.43691	0.50006
1.45696	0.494892
1.47722	0.489777
1.49771	0.484715
1.51843	0.479705
1.53937	0.474747
1.56054	0.46984
1.58195	0.464985
1.60359	0.460179
1.62547	0.455423
1.64759	0.450717
1.66995	0.446059
1.69256	0.441449
1.71542	0.436888
1.73853	0.432373
1.76189	0.427906
1.78552	0.423485
1.8094	0.419109
1.83354	0.41478
1.85795	0.410494
1.88263	0.406254
1.90757	0.402057
1.9328	0.397904
1.9583	0.393794
1.98408	0.389726
2.01014	0.385701
2.0365	0.381717
2.06314	0.377775
2.09007	0.373873
2.1173	0.370012
2.14483	0.36619
2.17267	0.362408
2.20081	0.358666
2.22925	0.354961
2.25802	0.351295
2.28709	0.347667
2.31649	0.344076
2.34621	0.340523
2.37626	0.337006
2.40664	0.333525
2.43735	0.33008
2.46841	0.32667
2.4998	0.323296
2.53154	0.319956
2.56362	0.31665
2.59606	0.313378
2.62886	0.31014
2.66202	0.306936
2.69554	0.303764
2.72943	0.300624
2.76369	0.297517
2.79833	0.294442
2.83336	0.291398
2.86876	0.288385
2.90456	0.285403
2.94075	0.282451
2.97734	0.27953
3.01433	0.276638
3.05172	0.273776
3.08953	0.270943
3.12776	0.26814
3.1664	0.265364
3.20547	0.262617
3.24497	0.259898
3.28491	0.257207
3.32528	0.254543
3.3661	0.251906
3.40737	0.249296
3.44909	0.246713
3.49127	0.244156
3.53391	0.241625
3.57703	0.23912
3.62061	0.23664
3.66468	0.234185
3.70923	0.231755
3.75427	0.22935
3.79981	0.22697
3.84585	0.224613
3.89239	0.222281
3.93945	0.219972
3.98702	0.217687
4.03512	0.215424
4.08375	0.213185
4.13291	0.210969
4.18261	0.208775
4.23286	0.206603
4.28366	0.204453
4.33502	0.202325
4.38695	0.200219
4.43944	0.198134
4.49252	0.19607
4.54617	0.194027
4.60042	0.192005
4.65527	0.190004
4.71071	0.188022
4.76677	0.186061
4.82345	0.18412
4.88074	0.182198
4.93867	0.180296
4.99724	0.178413
